微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
ItHwkfzvB,#阻击疫情 徐州在行动#【9条公交线路12日恢复开行，不戴口罩、不配合测量体温等行为一律劝拒乘车！】为全面做好我市城市公交新冠肺炎疫情防控，着力阻断病毒通过公共交通工具进行传播，保障人民群众生命安全、身体健康以及必要公共交通出行需求，制定徐州市公共交通恢复运营实施细则。根据要求，2月12日起徐州公交将开行6条常规公交线路和3条医院通勤专线。其中6条常规线路分别是1路、10路、11路、55路、91路、608路，3条医院通勤专线分别是专20路（二院至二院东院）、专27路（鼓楼区政府至市立一院）、专28路（大彭医院至市立一院）。运营时间为6:30—19:00（其中10路末班为23:40）。发车间隔为：高峰20分钟、平峰40分钟。按照开通运营的车辆要求，此次投入运营的公交车全部使用塑料硬座椅车辆，杜绝使用软座车辆；并全部采用大容量、座位多车型，保障载客量。乘客要自觉遵守疫情防控相关规定，全面做好个人防护，乘坐公交须全程佩戴口罩，主动配合工作人员进行体温检测。对于不戴口罩、不配合测量体温的人员一律劝拒乘车；对于中途摘下口罩的乘客，经劝阻无效的应予劝离；对于严重不配合工作及辱骂、威胁工作人员的，应作报警处置；对于体温异常者（温度 >37.3），一律劝拒乘车，并登记身份信息，报送地方卫健部门处置。倡导乘客采用刷卡或扫码支付方式乘车；对于强烈要求投币乘车的乘客，需要扫描专码登记个人信息，便于后台进行人员跟踪。此次恢复运营的所有线路将暂停执行特殊人群乘车优惠和免费政策（含持老年卡、老年优惠卡、学生卡、爱心卡及免费证件乘车人员）。车辆运行将不开启空调，倡导打开车窗（至少开启天窗）。而车辆满载后，可关闭线路门头标识，沿途可不再停靠。 [组图共4张] 原图 ,,"http://ww3.sinaimg.cn/large/d17838b9gy1gbsg07wytyj20iy0b6my4.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gbsg07zi9wj20jb0eeq4m.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gbsg07yh2fj20j809pab2.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gbsg07yr4rj20il09ddgv.jpg",无,无,2020-02-11 14:26,微博 weibo.com,46,14,16
ItHluC09O,【#外省对口支援湖北分布图#来了】一方有难，八方支援！19个省份对口支援湖北16个地市，用爱汇聚，一起打赢疫情防控阻击战！#武汉加油#  原图 ,,http://wx4.sinaimg.cn/large/d17838b9gy1gbse9wjx3vj20j60yz0w7.jpg,无,无,2020-02-11 14:00,微博 weibo.com,21,3,8
ItH9jmE6H,#“助力疫情防控，奉献网络力量”大家谈#【#大徐小议# 全面落实，这片家园我们齐心守护】疫情面前，徐州城迅速反应，全面动员；疫情面前，徐州人众志成城，共克时艰。从基层社区实行地毯式排查、网格化管理，到相关企业抓紧生产保供应，再到各县区因地制宜织牢防控网……广大干群落实防控措施在“前”，夯实防疫后盾在“后”，干实事、出实效。这片家园，我们齐心守护。这个春天，注定要被铭记。云龙湖上吹来的风还有些寒意，湖东路的迎春花已然开放。 #阻击疫情 徐州在行动# http://t.cn/A6hZ0CoS [组图共4张] 原图 ,,"http://ww1.sinaimg.cn/large/d17838b9gy1gbs94njbwdj20m80et7dj.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gbs94nlvooj20sg0il14u.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gbs94nhuq8j20rs0ii7ba.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gbs94nlc9lj20u00min7r.jpg",无,无,2020-02-11 13:30,微博 weibo.com,19,4,18
ItGsH3trD,#阻击疫情 徐州在行动# 【那一个隔空拥抱，是爱的距离 | 徐州#9名大货司机自发居车隔离14天#】他们大年初三到村口，正月十七才进家门！1月22日，徐州丰县大沙河镇9名司机开着大货车前往浙江金华进货。不料，疫情突然席卷全国。1月27日凌晨，他们回到大沙河镇时，停在了村外。“虽然咱没到过疫区，可也是从外面回来的，咱不怕一万，就怕万一。”9个人一致决定把车停下自我隔离。亲人和村干部给他们带来铁锅、食物、消毒酒精、体温计等。白天，他们自己生火做饭，夜里，他们睡在驾驶室。与心爱的妻子儿女，只能隔空拥抱。2月10日，9名大货司机结束了自我隔离，返回家中。#有情有义徐州人#  http://t.cn/A6hZXoL8 [组图共4张] 原图 ,,"http://ww2.sinaimg.cn/large/d17838b9gy1gbsd46nmtxj20dw099425.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gbs86ulvs0j20j60crmz3.jpg,http://ww4.sinaimg.cn/large/d17838b9gy1gbs86ulcz5j20j60cr40y.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gbs86urj7kj20j60crtbq.jpg",无,无,2020-02-11 11:45,微博 weibo.com,166,17,27
ItGhJp0u0,#阻击疫情 徐州在行动#【江苏医疗队今天将驰援黄石，徐州送25位医护人员出征！】按照国家的决策部署，江苏310名援黄石医疗支援队队员昨夜起陆续集结完毕，整装待发。今天下午，他们将搭乘飞机从南京前往黄石。医疗支援队中，首批310位医护业务骨干分别来自16家省管省属医院、省疾控中心，以及南京、徐州、常州、南通、连云港、淮安、盐城、扬州、镇江、泰州等10个设区市的医院。今天上午，徐州市赴黄石应急医疗队出征仪式举行，我市25名医疗队员紧急集结，赶赴黄石。市委书记周铁根、市长庄兆林参加出征仪式。 [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/d17838b9gy1gbsa6hp9eaj20sg0f50v1.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gbsa6hoyilj20sg0h7tb0.jpg",无,无,2020-02-11 11:18,微博 weibo.com,216,22,55
ItFYfry6b,#“助力疫情防控，奉献网络力量”大家谈# 【彭城e评：战“疫”合力来自这些平凡的感动】当下，疫情的发展牵动着国人的心，很多人早晨醒来的第一件事就是关注疫情动态。伟大出自平凡，英雄来自人民。在这场抗击疫情的人民战争中，每个人都是战斗员，每个人都有一颗“感恩的心”，他们都在用自己能想到的最好方式守护着祖国，一个个“凡人善举”激励着、感动着我们。汶川县12位农民，日夜兼程36小时，给武汉免费送去100吨新鲜蔬菜，并留下“汶川感恩您，武汉要雄起！”的暖心话语；位于中越边境的云南省河口县莲花滩乡的93户村民自发给湖北捐赠22吨香蕉，可他们当中有47户还是建档立卡贫困户。这些经历过灾难的人，尚处于贫困的人，这些普通的农民，第一时间想到的不是自己的“一亩三分地”，而是大“家”，这就是纯朴的中国人民。致敬，小人物，大英雄。他们当中不仅有铆在一线的疫情防控人员，也有尽己所能支援武汉的普通民众；不仅有上演“最美逆行”的医护人员，也有奉命出征的人民子弟兵；不仅有劳累奔波的志愿者，也有火速抢建医院的建设者；不仅有日夜兼程的物资运送人员，也有加班加点保生产的企业职工……危机关头，他们都选择了与祖国心连心，与武汉共命运，用自己的凡人善举，点滴行动温暖了整个中国。战“疫”合力来自这些平凡的感动。正是因为有了这些千千万万平凡人的加油助力，才汇聚成战胜一切艰难险阻的磅礴之力。 原图 ,,http://wx4.sinaimg.cn/large/d17838b9gy1gbs8zclgv0j20b40b4tb0.jpg,无,无,2020-02-11 10:30,微博 weibo.com,9,1,0
ItFPJ7Ixq,#阻击疫情 徐州在行动# 【疫情通报（21号）】2020年2月10日0-24时，我市新增新型冠状病毒肺炎确诊病例3例，均为普通型病例。全市累计报告新型冠状病毒肺炎确诊病例63例，其中，普通型病例61例，重型病例1例，危重型病例1例。目前治愈出院10例。已确诊病例中，按照病例管理地区划分，鼓楼区3例，云龙区5例，贾汪区7例，泉山区5例，丰县2例，沛县7例，睢宁县17例，新沂市2例，邳州市15例。目前追踪到密切接触者1920人，已解除医学观察1263人，尚有657人正在接受医学观察。新增病例情况患者1：邓某某，男，39岁，住睢宁县睢城镇星河湾，为确诊病例的密切接触者。1月22日9:30-10:30许在红叶路港华燃气营业厅办理业务。1月23日12时许曾在人民东路国花园饭店就餐。1月24日9时左右分别在天马装饰城路边、新华书店旁旭旺超市购物，10:10-10:40在星河湾小区西门百盛润家超市购物。1月25日-29日正常往返家和单位。1月30日被隔离治疗。2月10日确诊为新型冠状病毒肺炎，现在定点医疗机构隔离治疗。患者2：王某某，男，50岁，住睢宁县邱集镇大主村，为确诊病例的密切接触者。1月22日18时许在兴美广场4楼就餐，1月23日-29日期间正常上下班。1月30日被隔离治疗。2月10日确诊为新型冠状病毒肺炎，现在定点医疗机构隔离治疗。患者3：李某某，男，43岁，住邳州市建设南路蔬菜公司宿舍北楼，为确诊病例的密切接触者。1月22日中午曾在邳州市锦华大酒店就餐。1月23日上午10时许在乐辉超市购物，1月24日-25日居家未外出。1月26日被隔离治疗。2月10日确诊为新型冠状病毒肺炎，现在定点医疗机构隔离治疗。抗击疫情，人人有责！请1月23日起，自省外入徐返徐的所有人员，立即主动申报健康状况！请广大市民继续加强自我保护，尽量不要外出、聚集，少去密闭、通风不良的公共场所。在外要注意减少公共部位的接触。出门戴口罩，回家先洗手。如果出现发热或咳嗽等症状，可及时拨打12320卫生热线咨询，必要时主动就医，并主动告知前2周的生活轨迹。同时注意不要盲目就医，更不要短期内到多家医疗机构就诊，避免不必要的交叉感染。                              徐州市疾病预防控制中心2020年2月11日 原图 ,,http://wx4.sinaimg.cn/large/d17838b9gy1gbs89935uvj20rs0bugtw.jpg,无,无,2020-02-11 10:09,微博 weibo.com,234,14,124
ItFJxxpVJ,#阻击疫情 徐州在行动# 【痛心！哀悼！徐州44岁驻村干部倒在抗疫一线，老父亲哭着说：他的卡口我顶上】2月6日下午，徐州市铜山区利国镇水利站党支部书记、利国村包村驻队干部厉恩伟，在抗击新冠肺炎疫情工作中突发心源性疾病，经抢救无效，因公殉职，年仅44岁。2月8日，铜山区委追授厉恩伟同志“优秀共产党员”称号。一路走好！@无线徐州 @新浪江苏 [组图共6张] 原图 ,,"http://ww2.sinaimg.cn/large/d17838b9gy1gbs83m53qvj20a90dzgmi.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gbs83mmvrcj20b85nrnpd.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gbs83m9ka0j20j608utb4.jpg,http://ww4.sinaimg.cn/large/d17838b9gy1gbs83m7dfkj20j608umyz.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gbs83m89gaj20j608utab.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gbs83mew8ej20j608vwg7.jpg",无,无,2020-02-11 09:53,微博 weibo.com,175,13,65
ItFnj8NCn,#阻击疫情 徐州在行动# 【江苏新增23例新型冠状病毒肺炎确诊病例】2020年2月10日0-24时，江苏省报告新型冠状病毒肺炎新增确诊病例23例。其中，轻型病例7例，普通型病例16例。新增出院病例12例。新增确诊病例中，南京市6例、无锡市4例、徐州市3例、苏州市3例、南通市2例、连云港市2例、泰州市3例。其中，年龄最大的76岁，最小的9个月。男性12人，女性11人。所有病例均已在定点医院救治。截至2月10日24时，江苏省累计报告新型冠状病毒肺炎确诊病例515例。其中，轻型病例34例，普通型病例472例，重型病例6例，危重型病例3例。出院病例84例。确诊病例中，南京市84例、无锡市45例、徐州市63例、常州市31例、苏州市80例、南通市35例、连云港市37例、淮安市46例、盐城市18例、扬州市18例、镇江市12例、泰州市34例、宿迁市12例。重型病例中，南京市1例、徐州市1例、苏州市1例、南通市1例、盐城市1例、镇江市1例。危重型病例中，徐州市1例、连云港市1例、淮安市1例。出院病例中，南京市22例、无锡市4例、徐州市10例、常州市6例、苏州市13例、南通市5例、连云港市4例、淮安市5例、盐城市3例、扬州市3例、镇江市1例、泰州市5例、宿迁市3例。目前，江苏省追踪到密切接触者10762人，已解除医学观察5805人，尚有4957人在接受医学观察。专家提醒：近期尽量不要外出，更要避免集聚。尽量避免使用公共交通，开私家车要注意开窗通风。少去密闭、通风不良的公共场所，特别是不要去麻将馆等空间狭小、通风不好的场所。在外要注意减少公共部位的接触。出门戴口罩，回家先洗手。如果出现发热或咳嗽等症状，可及时拨打12320卫生热线咨询，必要时到定点发热门诊就医，并主动告知前2周的生活轨迹。 http://t.cn/RJyvSCk 显示地图 原图 ,,http://wx2.sinaimg.cn/large/d17838b9ly1gbs6k3ujljj205k05kjrk.jpg,无,http://t.cn/RJyvSCk,2020-02-11 08:59,HUAWEI P30,113,4,52
ItEZn7DsR,#阻击疫情 徐州在行动# 【徐州市新冠肺炎疫情防控社会捐赠情况公告】新冠肺炎疫情发生后，社会各界十分关心我市疫情防控工作，慷慨解囊，踊跃捐赠，为应对疫情提供了有力支持和帮助。现将有关情况公告如下：一、徐州市红十字会社会捐赠情况（一）资金情况截至2020年2月9日16时，徐州市红十字会累计接收捐款166.0869万元（其中定向捐赠资金27.2773万元，非定向捐赠资金138.8096万元）。已拨付捐赠资金27.2222万元（其中定向武汉17.0393万元、市疾控中心7.1291万元、徐医附院1.1088万元、丰县2万元）。账户结余捐赠资金138.8646万元，其中：定向0.0550万元、非定向138.8096万元。（二）物资情况截至2020年2月9日16时，徐州市红十字会累计接收社会捐赠物资6.4097万件（套、个、瓶）。其中，医用防护服0.0574万套，医用（外科）等口罩类2.1160万个，护目镜和防护面罩0.07万个，消杀防护类3.0842万件、其它物资1.0821万件（袋、箱、盒）。所有物资已全部拨付，无库存。以上具体接收明细，徐州市红十字会通过其门户网站公示。（网址：http://t.cn/A6h7ftsg）二、徐州市慈善总会社会捐赠情况（一）资金情况截至2020年2月9日16时，徐州市慈善总会接收社会捐赠资金124.68万元（定向）。徐州市慈善总会已拨付捐赠资金108.14万元，用于市应急病房建设等。（二）物资情况截至2020年2月9日16时，徐州市慈善总会接收社会捐赠物资医用口罩500只，已全部捐至徐医附院。 以上具体接收明细，徐州市慈善总会通过其门户网站公示。（网址：http://t.cn/AiR6pRN7）。三、徐州市社会捐助服务中心捐赠情况（一）资金情况截至2020年2月9日16时，徐州市社会捐助服务中心累计接收社会捐赠资金1453.925万元（非定向）。（二）物资情况截至2020年2月9日16时，徐州市社会捐助服务中心接收捐赠纱布绷带0.18万卷，已全部捐至徐医附三院。衷心感谢社会各界、爱心人士的无私捐赠，欢迎各界监督！ 原图 ,,http://wx4.sinaimg.cn/large/d17838b9gy1gbrjtd3zwwj20rs0bun55.jpg,无,无,2020-02-11 08:00,微博 weibo.com,236,14,26
ItEMMqWMB,#徐州天气# 本周初受短波槽的影响，云系增多，11日下午到夜里部分地区有小雨，14日后期到15日受强冷空气的影响，风力增大，气温下降并伴有明显的雨雪天气过程。本周最低气温-6℃左右，最高气温18℃左右。  原图 ,,http://wx4.sinaimg.cn/large/d17838b9gy1gbrdoq2yrnj20j60pygol.jpg,无,无,2020-02-11 07:29,微博 weibo.com,12,8,4
ItBsbu71Q,#重点关注# 好消息！武汉、湖北、全国治愈比例，均明显上升！中国政府网的微博视频  ,,无,无,无,2020-02-10 23:00,微博视频号,111,7,21
ItB3Puto1,#“助力疫情防控，奉献网络力量”大家谈# 【漫评：“土味”宣传声声入耳，疫情防控莫当儿戏】“土味”宣传接地气，话糙理端助抗疫。“现在集会一时爽，隔天医院床上躺。”“今天到处串门，明天肺炎上门。”......一些话糙理端的“土味”宣传层出不穷，让群众在哈哈一笑中受到了教育、明白了道理。这样“润物细无声”式的宣传，直白易懂，劝说里还带着些许俏皮的语气，入脑更入心。群众乐于接受，才能把疫情防控知识牢牢记在心里，形成百姓心往一处想、劲往一处使、万众一心抗击疫情的合力，打一场全民携手防控疫情阻击战。众志成城战瘟疫，莫把防控当儿戏。言者谆谆，听者藐藐。在疫情形势如此严峻的情况下，仍然有部分群众不以为然，对疫情防控置若罔闻，心存侥幸，总认为“病毒离我们远着呢”，“就聚一次没事”，“没必要戴口罩”，我行我素，待在家里烦了闷了，出去聚聚打个小牌，喝个小酒，肆意践踏划定的防疫红线，防控意识淡薄，轻视病毒传播力。这无疑会给家庭、社会带来巨大的风险隐患，害人害己！（画/路中正，文/青衫） [组图共3张] 原图 ,,"http://ww4.sinaimg.cn/large/d17838b9gy1gbriywz754j20j60863zn.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gbriyx2vlej20eq0ku0y8.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gbriyx0mzhj20es0kuq7a.jpg",无,无,2020-02-10 22:00,微博 weibo.com,14,6,4
