微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
It64hiXQa,【务必戴好口罩！#医生解释买菜15秒被感染原因#：空气不畅病毒浓度大】浙江公布的多起被感染案例中，一男子不戴口罩出门买菜，仅和感染者接触15秒就被感染。树兰医院感染科副主任盛国平医生表示，这是因空气中病毒浓度大，不用15秒也会被感染，这并不在于时间长短，建议市民尽量少出门。http://t.cn/A6P1p281 ,,无,无,无,2020-02-07 15:06,微博视频号,12,4,4
It5yigXCc,【国家监察委员会派出调查组赴武汉 就群众反映的涉及李文亮医生的有关问题作全面调查】经中央批准，国家监察委员会决定派出调查组赴湖北省武汉市，就群众反映的涉及李文亮医生的有关问题作全面调查。（中央纪委国家监委网站）  原图 ,,http://wx2.sinaimg.cn/large/9bf793c7gy1gbnsepnqttj20j6082t9q.jpg,无,无,2020-02-07 13:47,搜狗高速浏览器,43,9,16
It4ZgEqIF,【在建建筑工地20日后方可复（开）工】近日，我市印发《常州市施工现场新型冠状病毒感染的肺炎疫情防控工作管理要求》的通知，全市各在建建筑工地在2月20日后方可复（开）工，2月20日后复工的建筑工地必须符合防控条件。凡从疫情重点地区返常的务工人员，必须严格执行居家或在企业职工宿舍隔离14天的要求。 ,,无,无,无,2020-02-07 12:20,搜狗高速浏览器,89,6,54
It4igcfWd,#情况通报#2月7日，省卫生健康委发布了我市新增2例新型冠状病毒感染的肺炎确诊病例。  原图 ,,http://wx3.sinaimg.cn/large/9bf793c7gy1gbnn4j52kwj20dc0ov0v1.jpg,无,无,2020-02-07 10:34,360安全浏览器,181,14,61
IsXVfc0Ae,【常州确诊病例分布情况】为进一步加强群防群控、稳防稳控，有效落实综合性防控措施，现将确诊病例涉及小区等有关分布情况通告如下：截至2月6日17时，全市确诊27例，治愈出院5例，无死亡病例，目前在院治疗22例，我市所有确诊病例均在常州市第三人民医院集中收治。  原图 ,,http://wx4.sinaimg.cn/large/9bf793c7gy1gbmuq4008tj20u020fnew.jpg,无,无,2020-02-06 18:21,360安全浏览器,124,17,63
IsXTc9e7s,【 常州确诊病例分布情况】为进一步加强群防群控、稳防稳控，有效落实综合性防控措施，现将确诊病例涉及小区等有关分布情况通告如下：截至2月6日17时，全市确诊27例，治愈出院5例，无死亡病例，目前在院治疗22例，我市所有确诊病例均在常州市第三人民医院集中收治。  原图 ,,http://wx3.sinaimg.cn/large/9bf793c7gy1gbmukt30y1j20u01op7b2.jpg,无,无,2020-02-06 18:16,专业版微博,79,16,22
IsXIgfodq,【情况通报】广大市民朋友：我市在排查确诊的新型冠状病毒感染的病例时，进一步运用大数据手段，发现病例25、26、27的活动轨迹，现紧急寻找密切接触人员。  原图 ,,http://wx3.sinaimg.cn/large/9bf793c7gy1gbmtsqw0jtj20dc1p97cp.jpg,无,无,2020-02-06 17:49,360安全浏览器,141,20,60
IsX4KDvxL,【常州部分商场暂停营业】新北万达广场、龙湖天街和常州吾悦广场陆续发出公告，2月6日至2月9日暂停营业，2月10日恢复正常营业。为满足市民生活需求，商场内超市正常营业，部分餐饮提供外送服务。红星美凯龙发出延期开业通知，旗下所有商场延期至2月15日后正式开业。九洲新世界2月3日至2月10日暂停营业，2月11日恢复正常营业；武进吾悦广场2月3日起暂停营业，恢复时间另行通知；天宁吾悦广场2月4日至2月9日暂停营业，2月10日恢复正常营业，负一楼永辉超市正常营业，肯德基、汉堡王、奈雪等餐饮品牌缩短营业时间，支持外送及到店取餐，谢绝堂食。 ,,无,无,无,2020-02-06 16:12,搜狗高速浏览器,38,3,30
IsWijxY39,【齐家滨不打招呼督查疫情防控工作】2月5日，市委书记、市委应对新型冠状病毒感染肺炎疫情工作领导小组组长齐家滨以不打招呼的方式前往金坛区督查疫情防控工作。他强调，当前疫情防控正处在关键节点，要围绕“外防输入，内防扩散“要求，全面落实联防联控、群防群控措施，制定标准，严格落实，为全市企业复工做好充足准备，坚决打赢疫情防控阻击战。 原图 ,,http://wx1.sinaimg.cn/large/9bf793c7gy1gbmnjd1gmgj20k00dc43f.jpg,无,无,2020-02-06 14:13,搜狗高速浏览器,54,0,66
IsVnErjvR,【振奋人心！ 今天又有3例确诊患者治愈出院】2月6日上午10时许，在医护人员的陪同下，常州市第三人民医院又有3例新型冠状病毒感染的肺炎确诊患者治愈，解除隔离顺利出院。至此，全市累计已有5例新型冠状病毒感染的肺炎确诊患者出院。本次3例准予出院的患者，年龄最大的67岁，最小的7岁，均为女性，在一月份陆续由武汉返回常州，确诊为新型冠状病毒感染后转入市三院负压病房进行医学隔离观察治疗。通过市级医疗救治专家组和市三院感染科救治团队的精心治疗和护理，临床症状均已消失，各项化验指标恢复正常，经过市医疗救治专家组评估，3例患者符合国家卫健委新型冠状病毒感染的肺炎确诊病例解除隔离和出院标准。 [组图共4张] 原图 ,,"http://ww2.sinaimg.cn/large/9bf793c7gy1gbmjhzs2urj218y0u0q8o.jpg,http://ww4.sinaimg.cn/large/9bf793c7gy1gbmjhzc350j218y0u0q8j.jpg,http://ww4.sinaimg.cn/large/9bf793c7gy1gbmji0anf6j218y0u0dl2.jpg,http://ww3.sinaimg.cn/large/9bf793c7gy1gbmji0urt7j20u0140af1.jpg",无,无,2020-02-06 11:53,iPhone客户端,160,13,31
IsUZ2goXz,#常州新闻# 【常州警方破获售卖假冒3M牌口罩案】1月31日至2日1日，常州市公安局食药环侦支队会同市局相关支队、钟楼分局、天宁分局深入侦查、迅速出击，侦破3起销售假冒伪劣医疗疫情防控物资案件，抓获涉案嫌疑人5名，查获存放假冒伪劣医疗物资的黑窝点3处，查获三无口罩2400余个。经审查，1月21日新型冠状病毒疫情爆发以来，涉案嫌疑人张某、李某二人为牟取暴利，伙同周某、李某以单价1-2元的价格采购假冒3M牌口罩1.2万只，通过微信以单价6-8元不等的价格批发销售给涉案嫌疑人钱某等人，钱某等人将口罩高价售卖给群众。目前，案件正在进一步侦办中。 [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/9bf793c7gy1gbmhr0umhuj20go0m8wg3.jpg,http://ww2.sinaimg.cn/large/9bf793c7gy1gbmhr0u2llj20j60eejsl.jpg",无,无,2020-02-06 10:52,搜狗高速浏览器,72,5,27
IsUWdBmrI,【情况通报】2月6日，省卫生健康委发布了我市新增3例新型冠状病毒感染的肺炎确诊病例。  原图 ,,http://wx2.sinaimg.cn/large/9bf793c7gy1gbmhjqik2gj20dc0lfwi5.jpg,无,无,2020-02-06 10:45,360安全浏览器,94,7,34
IsUpilO1D,【#火神山医院护士凌晨3点起床工作#】2月4日，首批患者转入火神山医院。为确保患者身边24小时都有人值守，早上6点到9点值班的护士，凌晨3点就要起床做准备，到上午11点才能完成所有交接工作。致敬白衣战士。央视军事的微博视频  ,,无,无,无,2020-02-06 09:24,微博视频号,41,2,8
IsOrwkrph,【关于紧急扩散寻找相关接触者的通知】我市在排查确诊的#新型冠状病毒# 感染的病例时，进一步运用大数据手段，发现病例20、21、22、23、24的活动轨迹，现紧急寻找密切接触人员。  原图 ,,http://wx2.sinaimg.cn/large/9bf793c7gy1gblovevuw8j20dc53zarg.jpg,无,无,2020-02-05 18:13,360安全浏览器,279,18,99
IsO0W2uC2,【关于暂时关闭各公园的公告】为进一步加强新型冠状病毒感染的肺炎疫情防控工作，遏制疫情蔓延，避免因人员聚集引发交叉感染，从2020年2月5日17时起，红梅公园、青枫公园、荆川公园、人民公园、东坡公园、圩墩遗址公园、紫荆公园、蔷薇园生态湿地公园、横塘河湿地公园、荷园、西林公园、五星公园等将暂时关闭，重新开放时间另行通知。 ,,无,无,无,2020-02-05 17:08,搜狗高速浏览器,37,2,25
IsNH3yXt5,【我是党员，我必须在防疫一线】“在疫情面前，一名党员就是一面旗帜，我是党员，我必须站到防疫第一线，这是一份责任。”常州市丹金船闸管理所职工王群主动请缨前往新北区薛家收费站道口协助疫情管控工作。他高举着手中的提示牌，用喇叭一遍一遍地引导车辆按照要求做好迎接检查的准备工作。  [组图共3张] 原图 ,,"http://ww4.sinaimg.cn/large/9bf793c7gy1gbllkf1fazj21400u00xe.jpg,http://ww4.sinaimg.cn/large/9bf793c7gy1gbllkf34a9j21120rsgqb.jpg,http://ww1.sinaimg.cn/large/9bf793c7gy1gbllkf1u3lj21400u0q6d.jpg",无,无,2020-02-05 16:19,360安全浏览器,34,2,32
IsMIhoO2F,【酒店被征用当防疫隔离点 女老板：哪怕今后不开也要接】为更好防控疫情，江苏常州各区征用宾馆酒店作为隔离医学观察点，女老板尹玲积极响应：“先生担心以后没有客人来了，我说哪怕这次做完酒店不开了，也肯定要接！”她一接到当地工作组电话，就答应将自己酒店的4层客房全部作为临时隔离点，并且当天就开始购买材料，着手换地毯等施工事宜。苦于找不到木工，尹玲只能找来舅舅、表弟等亲友，连夜开工。经过一家人的齐心协作，酒店5楼的隔离改造已经完工，医护人员正在进行接收隔离人员的准备工作。（常州台）http://t.cn/A6P8fprJ ,,无,无,无,2020-02-05 13:49,微博视频号,114,7,15
IsLMisSHq,#常州身边事#【情况通报】2月5日，省卫生健康委发布了我市新增5例新型冠状病毒感染的肺炎确诊病例，出院病例2例。  原图 ,,http://wx2.sinaimg.cn/large/9bf793c7gy1gbld3yvxirj20dc10b0xi.jpg,无,无,2020-02-05 11:26,360安全浏览器,180,25,85
IsLnofs0s,【#消防说#告诉你#家庭使用酒精的注意事项#】很多朋友关心，最近这段时间家里购置了酒精等消毒用品，但是酒精是易燃易爆物品，如何安全储存和使用呢？花40秒了解一下上海消防的微博视频  ,,无,无,无,2020-02-05 10:25,微博视频号,13,12,3
IsKWwvSMT,【常州市纪委监委通报在疫情防控中3名公职人员工作履职不到位典型问题】2020年1月26日12时起全市启动公共卫生事件一级响应防控措施后，常州市公安局交警支队高速公路四大队会同溧阳市交通运输局、卫健局，对高速公路溧阳南出口下高速的车辆进行检查、登记，其中交警职责为拦截、引导、劝返过往可疑车辆，对可疑人员进行信息采集登记。26日15时许，负责执勤的高速公路四大队勤务一中队中队长周奕波、辅警彭龙清未在岗正常履行职责，存在失职问题。常州市公安局交警支队高速公路四大队副大队长张迎军，作为主管领导，存在队伍管理不到位问题。1月27日，经溧阳市公安局党委研究，决定免去周奕波同志常州市公安局交警支队高速公路四大队勤务一中队中队长职务，对常州市公安局交警支队高速四大队副大队长张迎军、辅警彭龙清予以通报批评。 ,,无,无,无,2020-02-05 09:19,搜狗高速浏览器,67,3,21
IsFye83l2,【关于紧急扩散寻找相关接触者的通知】广大市民朋友：我市在排查确诊的新型冠状病毒感染的病例时，进一步运用大数据手段，发现病例16、17、18、19的活动轨迹，现紧急寻找密切接触人员。  原图 ,,http://wx2.sinaimg.cn/large/9bf793c7gy1gbklmay6y5j20dc1xz17f.jpg,无,无,2020-02-04 19:35,360安全浏览器,187,24,41
IsF5Aee0s,【四倍工资召回当地工人，全力保障口罩生产】连日来，我市多家民营企业放弃休息，进入“马力全开”模式，抓紧生产各类防疫物资，助力打赢疫情防控阻击战。 四倍工资召回当地工人，全力保障口罩生产  [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/9bf793c7ly1gbkjkx7csij20k00f0421.jpg,http://ww1.sinaimg.cn/large/9bf793c7ly1gbkjkwye8nj20k00hzadf.jpg",无,无,2020-02-04 18:25,百度分享,75,3,24
IsF0ulB0O,【以诗传爱，“声”援武汉！常州文艺工作者诗歌战“疫”】这个季节我们遇到病毒谋害/我们的一树繁花照样清亮八面/这个季节我们遇到市声嘈杂/我们的合唱照样清鸣四方/——冯兆辉《这个季节》    新型冠状病毒肺炎疫情牵动着全国人民的心，面对疫情，除了一线医务工作者，常州文艺界也正在积极行动。我市作家积极创作了一批战疫诗歌，热情赞美白衣天使和志愿战士，而市吟诵艺术协会的成员们也加入创作队伍，连夜录制诗歌音频，共同为武汉加油鼓劲。    “诗是短剑，诗是利器。诗歌最能抒发感情，鼓舞人心。”常州市作协主席李怀中介绍，疫情发生之后，江苏作家网开设了“抗击疫情我们在行动”专栏，常州作家首先发声，市作协顾问冯光辉的最新诗作《这个季节》成为开栏之作。与此同时，市作协诗歌委员会的会员们也在积极书写抗疫新篇，目前已创作了近百篇战“疫”诗歌。 http://t.cn/A6PQr4Z0 [组图共4张] 原图 ,,"http://ww1.sinaimg.cn/large/9bf793c7ly1gbkj7v7ozpj20go0hnmze.jpg,http://ww1.sinaimg.cn/large/9bf793c7ly1gbkj7ufctej20go09dmz6.jpg,http://ww3.sinaimg.cn/large/9bf793c7ly1gbkj7v1obgj20go0m8acm.jpg,http://ww2.sinaimg.cn/large/9bf793c7ly1gbkj7umlnjj20go0cxwh4.jpg",无,无,2020-02-04 18:12,百度分享,22,4,1
IsDH9cc9Y,【孟河中医医院转运的6例发热病人都已排除】面对疫情，常州市新北区孟河中医医院迅速成立疫情防控应急领导小组，紧急抽调医务人员成立预检分诊、发热门诊工作小组，并实行24小时开诊。1月24日至1月30日，共转诊发热病人6例。据悉，经常州三院再三检查已于今天确认6人全部排除。  ,,无,无,无,2020-02-04 14:52,搜狗高速浏览器,66,2,8
